drawdate,n1,n2,n3,n4,n5,cashball,win51,win50,win41,win40,win31,win30,win21,prize51,prize50,prize41,prize40,prize31,prize30,prize21
2011-04-20,01,05,16,18,24,2,0,1,13,64,414,1811,3937,0,17054,121,24,11,5,2,
2011-04-18,01,23,28,29,31,1,0,0,13,56,495,1840,4399,0,0,132,30,10,5,2,
2011-04-15,07,10,12,16,26,2,0,0,9,61,484,1889,4344,0,0,181,26,9,5,2,
2011-04-13,05,20,25,26,31,5,0,0,11,64,423,1602,3777,0,0,131,22,9,5,2,
2011-04-11,12,23,24,29,30,4,0,1,20,55,456,1773,3997,0,19202,75,27,9,4,2,
2011-04-08,14,18,24,26,31,5,0,0,19,54,408,1587,3851,0,0,79,28,10,5,2,
2011-04-06,08,16,17,18,27,4,0,0,6,47,362,1549,3611,0,0,223,28,10,5,2,
2011-04-04,07,09,21,27,32,5,0,0,14,55,397,1572,3739,0,0,96,24,9,4,1,
2011-04-01,02,03,21,26,28,1,0,0,10,52,374,1500,3432,0,0,146,28,11,5,2,
2011-03-30,15,21,23,27,28,1,0,1,7,45,290,1336,2822,0,3122,166,25,11,5,2,
2011-03-28,04,08,13,15,23,5,0,1,14,66,347,1584,3415,0,10176,90,19,10,4,2,
2011-03-25,01,04,19,20,22,5,0,0,10,47,377,1612,3633,0,0,140,29,10,5,2,
2011-03-23,04,07,09,12,24,2,0,0,22,55,387,1610,3102,0,0,51,20,8,4,1,
2011-03-21,05,18,22,28,35,3,0,1,10,45,402,1402,3701,0,21772,126,28,9,5,1,
2011-03-18,02,04,05,15,26,1,0,0,13,41,323,1403,2963,0,0,94,29,11,5,2,
2011-03-16,05,10,17,31,34,1,0,0,12,35,279,1198,2707,0,0,89,30,11,5,2,
2011-03-14,02,20,24,25,29,4,0,0,6,40,323,1284,3061,0,0,196,29,10,5,2,
2011-03-11,11,20,23,28,29,4,0,0,11,53,353,1260,3262,0,0,107,22,9,5,1,
2011-03-09,01,02,04,10,26,1,0,0,13,52,311,1290,2745,0,0,80,20,9,4,2,
2011-03-07,03,11,12,24,31,5,0,0,11,54,367,1589,3552,0,0,106,21,9,4,1,
2011-03-04,10,20,22,25,33,1,1,1,33,86,709,2943,6008,1166149,6821,77,29,10,5,2,
2011-03-02,02,09,22,27,29,1,0,1,22,108,651,2732,5638,0,6213,105,21,10,4,2,
2011-02-28,07,10,17,22,34,5,0,1,19,106,653,2926,6449,0,17429,125,22,10,4,2,
2011-02-25,01,06,15,25,28,1,0,0,25,75,536,2341,5284,0,0,88,29,11,5,2,
2011-02-23,09,11,14,28,33,2,0,0,15,80,563,2243,4970,0,0,127,23,9,4,2,
2011-02-21,01,11,16,18,30,1,0,1,13,77,492,2175,4877,0,10483,153,25,11,5,2,
2011-02-18,01,07,10,16,24,2,0,0,20,76,598,2218,5178,0,0,96,25,9,5,2,
2011-02-16,04,09,10,20,33,1,0,2,11,72,437,1917,4152,0,14314,157,24,11,5,2,
2011-02-14,01,10,25,33,35,1,0,0,18,69,452,1949,4220,0,0,94,24,10,5,2,
2011-02-11,05,06,12,13,22,3,0,0,18,65,524,1925,4629,0,0,92,25,9,5,1,
2011-02-09,04,14,30,31,32,3,0,0,12,50,399,1443,3732,0,0,116,27,10,5,2,
2011-02-07,05,11,12,13,26,1,0,0,12,65,414,1823,3806,0,0,127,23,10,4,2,
2011-02-04,15,18,23,29,32,4,0,0,11,68,417,1635,3858,0,0,133,21,10,5,2,
2011-02-02,02,09,17,34,35,3,0,0,13,43,358,1359,3572,0,0,94,28,9,5,1,
2011-01-31,07,14,17,22,27,4,0,1,21,78,479,1775,3730,0,7108,64,17,8,4,1,
2011-01-28,03,14,17,27,34,4,0,0,12,66,380,1559,3449,0,0,108,19,9,4,2,
2011-01-26,06,07,11,30,31,3,0,1,11,44,376,1227,3198,0,2846,96,24,8,5,1,
2011-01-24,01,10,15,19,35,5,0,1,12,49,354,1378,3156,0,6123,97,23,9,4,2,
2011-01-21,03,08,15,20,32,4,0,0,8,31,287,1188,2872,0,0,139,36,11,5,2,
2011-01-19,04,16,17,24,32,1,0,1,7,33,275,1171,2426,0,12875,146,31,10,5,2,
2011-01-17,05,09,16,29,35,5,0,0,9,43,344,1235,2851,0,0,120,25,9,5,2,
2011-01-14,21,23,26,27,35,3,0,0,9,33,300,1116,2956,0,0,117,31,10,5,1,
2011-01-12,04,08,13,16,33,5,0,0,6,28,255,950,2150,0,0,138,29,9,5,2,
2011-01-10,05,07,22,25,33,1,0,0,3,32,217,962,1996,0,0,275,25,11,4,2,
2011-01-07,14,21,31,34,35,3,0,1,10,22,317,1174,2879,0,2899,108,49,9,5,2,
2011-01-05,04,07,25,27,28,3,0,1,7,27,331,1107,2935,0,14760,138,35,8,5,1,
2011-01-03,02,12,20,31,33,4,1,0,8,36,343,1333,3128,340000,0,157,34,10,5,2,
2010-12-31,11,20,24,34,35,2,0,0,13,47,360,1350,3207,0,0,101,28,10,5,2,
2010-12-29,06,14,29,31,32,5,0,0,12,43,260,1110,2640,0,0,84,23,11,5,2,
2010-12-27,08,15,18,22,26,1,0,0,8,39,244,1110,2270,0,0,119,24,11,5,2,
2010-12-24,03,10,14,19,25,3,0,1,19,36,359,1294,3357,0,11201,60,31,9,5,1,
2010-12-22,12,13,19,22,31,4,0,0,9,38,259,1162,2573,0,0,107,25,10,4,2,
2010-12-20,02,03,06,20,23,4,0,0,10,34,300,1242,2802,0,0,105,31,10,4,2,
2010-12-17,15,21,23,32,35,4,0,0,16,25,260,1077,2572,0,0,63,40,11,5,2,
2010-12-15,13,14,17,23,31,4,1,1,9,29,305,1300,2940,320000,8637,117,36,10,4,1,
2010-12-13,15,19,26,27,29,3,0,0,10,37,321,1155,2954,0,0,103,27,9,5,1,
2010-12-10,03,11,22,28,34,2,0,0,14,55,282,1252,2866,0,0,81,20,11,5,2,
2010-12-08,01,07,17,22,27,3,0,1,16,56,330,1115,2988,0,11147,61,17,8,5,1,
2010-12-06,08,11,17,20,31,2,0,0,10,49,276,1283,2829,0,0,108,22,11,4,2,
2010-12-03,03,21,23,29,34,1,0,0,9,34,272,1205,2679,0,0,123,32,11,5,2,
2010-12-01,02,10,16,18,20,2,0,0,10,42,272,1228,2553,0,0,98,23,10,4,2,
2010-11-29,03,04,17,21,30,2,1,1,15,63,438,1836,4043,687479,20514,105,25,10,5,2,
2010-11-26,22,23,27,29,31,3,0,0,19,56,365,1499,3767,0,0,74,25,11,5,2,
2010-11-24,17,18,22,25,34,2,0,0,18,51,342,1521,3791,0,0,83,29,12,5,2,
2010-11-22,15,19,25,28,35,3,0,0,15,63,469,1698,4327,0,0,104,24,9,5,1,
2010-11-19,04,15,18,24,33,1,0,0,16,55,403,1766,3842,0,0,99,29,11,5,2,
2010-11-17,01,03,26,30,35,5,0,1,9,48,425,1421,3567,0,11164,148,27,9,5,2,
2010-11-15,05,11,12,17,35,2,0,0,11,62,404,1776,3744,0,0,129,22,10,4,2,
2010-11-12,06,11,19,25,32,3,0,0,12,52,448,1547,3961,0,0,117,27,9,5,1,
2010-11-10,09,19,23,30,32,4,0,1,10,45,357,1288,3168,0,15710,120,26,9,5,2,
2010-11-08,02,08,10,12,28,2,0,0,14,64,393,1642,3346,0,0,87,19,9,4,1,
2010-11-05,10,14,15,21,29,5,0,0,11,45,329,1415,3282,0,0,113,27,11,5,2,
2010-11-03,06,12,26,27,31,5,0,0,7,34,287,1166,2772,0,0,152,31,10,5,2,
2010-11-01,10,14,29,31,32,2,0,0,7,26,283,1157,2834,0,0,161,43,11,5,2,
2010-10-29,07,14,17,25,29,1,0,1,12,72,276,1315,2613,0,11370,92,15,11,4,2,
2010-10-27,03,04,05,24,31,1,0,0,4,52,247,1128,2317,0,0,240,18,11,4,2,
2010-10-25,06,11,15,20,32,4,0,0,8,38,300,1109,2901,0,0,134,28,10,5,2,
2010-10-22,02,03,12,13,28,5,0,0,7,35,338,1286,3177,0,0,158,31,9,5,1,
2010-10-20,01,02,11,30,31,3,0,1,8,42,274,958,2698,0,23466,120,22,10,5,1,
2010-10-18,23,24,29,30,35,2,1,0,10,50,304,1345,3171,350000,0,123,24,11,5,2,
2010-10-15,01,02,04,26,35,4,0,0,7,39,321,1373,3181,0,0,180,32,11,5,2,
2010-10-13,01,06,10,15,21,1,0,0,14,58,281,1249,2571,0,0,78,19,11,5,2,
2010-10-11,09,25,26,31,35,1,0,0,15,34,253,1204,2582,0,0,73,32,12,5,2,
2010-10-08,05,18,19,22,23,3,0,0,12,41,354,1203,3330,0,0,93,27,9,5,1,
2010-10-06,03,07,08,21,29,5,0,0,8,40,299,1205,2772,0,0,123,24,9,4,1,
2010-10-04,01,10,23,26,27,1,0,0,8,32,228,1074,2182,0,0,125,31,12,5,2,
